Nummer|Datum|Ort|Name_voll|GND|Wiki|Journalnummer|Aufbewahrungsort|Aufbewahrungsinstitution|Jahr|VON/AN|person_id|name_gnd|gender_gnd|birth_gnd|occupations_gnd|publications_gnd|degrees_gnd|coordinates_wiki|text|url|place_id|date|letter_text|status_letter_text
500|20.03.|Konstanz|Johann Sulpiz Melchior Dominikus Boisserée|11851301X|https://de.wikipedia.org/wiki/Sulpiz_Boisser%C3%A9e|77|Karlsruhe|Badische Landesbibliothek|1825|VON|lassberg-correspondent-0216|Boisserée, Sulpiz|male|1783|Kunsthistoriker,Kunstsammler,Mäzen|6|-|47.66666667,9.18333333|Hermann Hüffer, Sechs Briefe des Freiherrn Joseph von Lassberg an Sulpiz Boisseree. In: Annalen des Historischen Vereins für den Niederrhein 61 (1895), S. 16-34, S. 26|https://archive.org/details/bub_gb_AJ1JAAAAYAAJ|lassberg-place-0082|1825-03-20||
501|05.04.|Konstanz|Johann Caspar Zellweger|116978813|https://de.wikipedia.org/wiki/Johann_Caspar_Zellweger|89|Trogen|Kantonsbibliothek Appenzell A.Rh.|1825|VON|lassberg-correspondent-0193|Zellweger, Johann Caspar|male|1768|Kaufmann,Historiker|4|-|47.66666667,9.18333333|Carl Ritter, Briefwechsel zwischen Joseph Freiherrn von Lassberg und Johann Caspar Zellweger. St.Gallen 1889, S. 67|https://books.google.de/books?id=KIHHQBvr1nkC|lassberg-place-0082|1825-04-05||
502|06.04.|Konstanz|Ludwig Uhland|118625063|https://de.wikipedia.org/wiki/Ludwig_Uhland|91|Marbach am Neckar|Schiller Nationalmuseum|1825|VON|lassberg-correspondent-0288|Uhland, Ludwig|male|1787|Jurist,Abgeordneter,Literarhistoriker,Politiker,Hochschullehrer,Germanist,Librettist,Schriftsteller|8|Dr.|47.66666667,9.18333333|Franz Pfeiffer (Hg.), Briefwechsel zwischen Joseph Freiherrn von Laßberg und Ludwig Uhland. Wien 1870, S. 5|https://www.digitale-sammlungen.de/en/view/bsb10620870?page=1|lassberg-place-0082|1825-04-06||
503|24.04.|Eppishausen|Ildefons von Arx|116353740|https://de.wikipedia.org/wiki/Ildefons_von_Arx|99|St.Gallen|Stiftsbibliothek|1825|VON|lassberg-correspondent-0169|Arx, Ildefons von|male|1755|Mönch,Bibliothekar,Archivar,Geistlicher,Historiker,Domkapitular|-|-|48.16666667,10.51666667|||lassberg-place-0043|1825-04-24||
504|30.04.|Eppishausen|Johann Rudolf Wyss|117349666|https://de.wikipedia.org/wiki/Johann_Rudolf_Wyss|107|Bern|Burgerbibliothek|1825|VON|lassberg-correspondent-0215|Wyss, Johann Rudolf|male|1781|Schriftsteller,Philosoph|7|-|48.16666667,10.51666667|||lassberg-place-0043|1825-04-30||
505|30.05.|Konstanz|Johann Sulpiz Melchior Dominikus Boisserée|11851301X|https://de.wikipedia.org/wiki/Sulpiz_Boisser%C3%A9e||Karlsruhe|Badische Landesbibliothek|1825|VON|lassberg-correspondent-0216|Boisserée, Sulpiz|male|1783|Kunsthistoriker,Kunstsammler,Mäzen|6|-|47.66666667,9.18333333|Hermann Hüffer, Sechs Briefe des Freiherrn Joseph von Lassberg an Sulpiz Boisseree. In: Annalen des Historischen Vereins für den Niederrhein 61 (1895), S. 16-34, S. 28|https://archive.org/details/bub_gb_AJ1JAAAAYAAJ|lassberg-place-0082|1825-05-30||
506|30.05.|Konstanz|Ludwig Uhland|118625063|https://de.wikipedia.org/wiki/Ludwig_Uhland|141|Marbach am Neckar|Schiller Nationalmuseum|1825|VON|lassberg-correspondent-0288|Uhland, Ludwig|male|1787|Jurist,Abgeordneter,Literarhistoriker,Politiker,Hochschullehrer,Germanist,Librettist,Schriftsteller|8|Dr.|47.66666667,9.18333333|Franz Pfeiffer (Hg.), Briefwechsel zwischen Joseph Freiherrn von Laßberg und Ludwig Uhland. Wien 1870, S. 55|https://www.digitale-sammlungen.de/en/view/bsb10620870?page=1|lassberg-place-0082|1825-05-30||
507|01.07.|Eppishausen|Johann Caspar Zellweger|116978813|https://de.wikipedia.org/wiki/Johann_Caspar_Zellweger|152|Trogen|Kantonsbibliothek Appenzell A.Rh.|1825|VON|lassberg-correspondent-0193|Zellweger, Johann Caspar|male|1768|Kaufmann,Historiker|4|-|48.16666667,10.51666667|Carl Ritter, Briefwechsel zwischen Joseph Freiherrn von Lassberg und Johann Caspar Zellweger. St.Gallen 1889, S. 72/t|https://books.google.de/books?id=KIHHQBvr1nkC|lassberg-place-0043|1825-07-01||
508|05.07.|Konstanz|Georg Friedrich Benecke|11865537X|https://de.wikipedia.org/wiki/Georg_Friedrich_Benecke|?|||1825|VON|lassberg-correspondent-0134|Benecke, Georg Friedrich|male|1762|Bibliothekar,Philologe,Germanist|8|Prof.|47.66666667,9.18333333|Rudolf Baier, Briefe aus der Frühzeit der deutschen Philologie an Georg Friedrich Benecke. Leipzig 1901 (unveränderter Neudruck: Wiesbaden 1966), S. 6|https://digital.slub-dresden.de/werkansicht/dlf/77368/1|lassberg-place-0082|1825-07-05||
509|07.07.|Konstanz|Johann Caspar Zellweger|116978813|https://de.wikipedia.org/wiki/Johann_Caspar_Zellweger||Trogen|Kantonsbibliothek Appenzell A.Rh.|1825|VON|lassberg-correspondent-0193|Zellweger, Johann Caspar|male|1768|Kaufmann,Historiker|4|-|47.66666667,9.18333333|Carl Ritter, Briefwechsel zwischen Joseph Freiherrn von Lassberg und Johann Caspar Zellweger. St.Gallen 1889, S. 76|https://books.google.de/books?id=KIHHQBvr1nkC|lassberg-place-0082|1825-07-07||
510|17.07.|Eppishausen|Johann Caspar Zellweger|116978813|https://de.wikipedia.org/wiki/Johann_Caspar_Zellweger||Trogen|Kantonsbibliothek Appenzell A.Rh.|1825|VON|lassberg-correspondent-0193|Zellweger, Johann Caspar|male|1768|Kaufmann,Historiker|4|-|48.16666667,10.51666667|Carl Ritter, Briefwechsel zwischen Joseph Freiherrn von Lassberg und Johann Caspar Zellweger. St.Gallen 1889, S. 77|https://books.google.de/books?id=KIHHQBvr1nkC|lassberg-place-0043|1825-07-17||
511|20.07.|Eppishausen|Johann Caspar Zellweger|116978813|https://de.wikipedia.org/wiki/Johann_Caspar_Zellweger||Trogen|Kantonsbibliothek Appenzell A.Rh.|1825|VON|lassberg-correspondent-0193|Zellweger, Johann Caspar|male|1768|Kaufmann,Historiker|4|-|48.16666667,10.51666667|||lassberg-place-0043|1825-07-20||
512|30.07.|Konstanz|Johann Caspar Zellweger|116978813|https://de.wikipedia.org/wiki/Johann_Caspar_Zellweger|163|Trogen|Kantonsbibliothek Appenzell A.Rh.|1825|VON|lassberg-correspondent-0193|Zellweger, Johann Caspar|male|1768|Kaufmann,Historiker|4|-|47.66666667,9.18333333|Carl Ritter, Briefwechsel zwischen Joseph Freiherrn von Lassberg und Johann Caspar Zellweger. St.Gallen 1889, S. 78|https://books.google.de/books?id=KIHHQBvr1nkC|lassberg-place-0082|1825-07-30||
513|30.07.|Konstanz|Ulrich Hegner|116572167|https://de.wikipedia.org/wiki/Ulrich_Hegner|164|Winterthur|Stadtbibliothek|1825|VON|lassberg-correspondent-0353|Hegner, Ulrich|male|1759|Politiker,Arzt,Schriftsteller|10|-|47.66666667,9.18333333|||lassberg-place-0082|1825-07-30||
514|03.08.|Eppishausen|Egbert Friedrich von Mülinen|101397593|https://de.wikipedia.org/wiki/Egbert_Friedrich_von_M%C3%BClinen||Bern|Burgerbibliothek|1825|VON|lassberg-correspondent-0075|Mülinen, Egbert Friedrich von|male|1817|Historiker,Privatgelehrter|2|-|48.16666667,10.51666667|||lassberg-place-0043|1825-08-03||
515|26.08.|Heiligenberg|Karl Egon III. zu Fürstenberg|118694154|https://de.wikipedia.org/wiki/Karl_Egon_III._zu_F%C3%BCrstenberg||Donaueschingen|Fürstlich Fürstenbergisches Archiv|1825|VON|lassberg-correspondent-0250|Fürstenberg, Karl Egon zu|male|1820|General|-|-|47.82083333,9.3125|||lassberg-place-0066|1825-08-26||
516|15.09.|Heiligenberg|Egbert Friedrich von Mülinen|101397593|https://de.wikipedia.org/wiki/Egbert_Friedrich_von_M%C3%BClinen||Bern|Burgerbibliothek|1825|VON|lassberg-correspondent-0075|Mülinen, Egbert Friedrich von|male|1817|Historiker,Privatgelehrter|2|-|47.82083333,9.3125|||lassberg-place-0066|1825-09-15||
517|18.09.|Heiligenberg|Franz Augustin Götz|121144097|-||Karlsruhe|Badische Landesbibliothek|1825|VON|lassberg-correspondent-0093|Götz, Franz Augustin|notKnown|1752|-|-|-|47.82083333,9.3125|||lassberg-place-0066|1825-09-18||
518|26.09.|Eppishausen|Ulrich Hegner|116572167|https://de.wikipedia.org/wiki/Ulrich_Hegner|196|Winterthur|Stadtbibliothek|1825|VON|lassberg-correspondent-0353|Hegner, Ulrich|male|1759|Politiker,Arzt,Schriftsteller|10|-|48.16666667,10.51666667|||lassberg-place-0043|1825-09-26||
519|29.09.|Eppishausen|Johann Rudolf Wyss|117349666|https://de.wikipedia.org/wiki/Johann_Rudolf_Wyss|200|Bern|Burgerbibliothek|1825|VON|lassberg-correspondent-0215|Wyss, Johann Rudolf|male|1781|Schriftsteller,Philosoph|7|-|48.16666667,10.51666667|||lassberg-place-0043|1825-09-29||
520|04.10.|Eppishausen|Karl Egon III. zu Fürstenberg|118694154|https://de.wikipedia.org/wiki/Karl_Egon_III._zu_F%C3%BCrstenberg|208|Donaueschingen|Fürstlich Fürstenbergisches Archiv|1825|VON|lassberg-correspondent-0250|Fürstenberg, Karl Egon zu|male|1820|General|-|-|48.16666667,10.51666667|||lassberg-place-0043|1825-10-04||
521|09.10.|Konstanz|Ludwig Uhland|118625063|https://de.wikipedia.org/wiki/Ludwig_Uhland||Marbach am Neckar|Schiller Nationalmuseum|1825|VON|lassberg-correspondent-0288|Uhland, Ludwig|male|1787|Jurist,Abgeordneter,Literarhistoriker,Politiker,Hochschullehrer,Germanist,Librettist,Schriftsteller|8|Dr.|47.66666667,9.18333333|Franz Pfeiffer (Hg.), Briefwechsel zwischen Joseph Freiherrn von Laßberg und Ludwig Uhland. Wien 1870, S. 58|https://www.digitale-sammlungen.de/en/view/bsb10620870?page=1|lassberg-place-0082|1825-10-09||
522|01.11.|Eppishausen|Karl Egon III. zu Fürstenberg|118694154|https://de.wikipedia.org/wiki/Karl_Egon_III._zu_F%C3%BCrstenberg||Donaueschingen|Fürstlich Fürstenbergisches Archiv|1825|VON|lassberg-correspondent-0250|Fürstenberg, Karl Egon zu|male|1820|General|-|-|48.16666667,10.51666667|||lassberg-place-0043|1825-11-01||
523|04.11.|Eppishausen|Johann Adam Pupikofer|11565108X|https://de.wikipedia.org/wiki/Johann_Adam_Pupikofer||Winterthur|Stadtbibliothek|1825|VON|lassberg-correspondent-0179|Pupikofer, Johann Adam|male|1797|Pfarrer,Archivar,Historiker,Bibliothekar|8|-|48.16666667,10.51666667|Johannes Meyer, Briefwechsel zwischen J. von Laszberg und Johann Adam Pupikofer. In: Alemannia 15 (1887), S. 231-88, S. 232|https://books.google.de/books?id=dXkKAAAAIAAJ|lassberg-place-0043|1825-11-04|Eppishausen am 4. Nov. 1825. Mein verertester Herr! Ir erst heute erhaltenes Schreiben vom 29. Weinmonat hat mir viele Freude gemacht: es tut einem alten Manne immer wol, wenn man an jn denkt; noch mer, wenn man seiner mit Liebe gedenkt. Ich bitte Sie zu glauben, daß ich einen nicht kleinen Wert auf Ir freundschaftliches Wolwollen seze und selbes auf alle Weise zu erwiedern und zu verdienen streben werde. Ich sende Inen hier nach Irem Verlangen die Myller'sche Sammlung; es ist auch ein dritter Teil vorhanden der nie in den Buchhandel gekommen ist und den ich nicht besize; er enthält den Krieg von Troja des Wolfram von Eschilbach. Es freut mich ungemein, daß sie sich mit der teutchen Literatur des Mittelalters näher bekannt machen wollen; die Sache kann nicht anderst als dabei gewinnen, und mich würde es ganz glüklich machen, so nahe bei mir einen Mitarbeiter zu gewinnen. Als Introduktion zu diesem Studium würde ich raten, den Grundriß der altdeutschen poët. Literatur von v. Dr Hagen und Búsching zu lesen. So unvollkommen das Buch ist, so unentbehrlich ist es, da wir kein anderes dieser Art besizen. Sie finden es bei mir. Den Tristan des Gottfried von Straßburg würde ich spáter zu lesen raten. Jede, auch die dunkelste und entfernteste Spur zu Auffindung des Vaterlandes von Hartmann v. Au ist hochst wichtig, da man über seine Herkunft gar nichts weiss: allein der Name fúrt uns zu nichts! es gibt noch Edelleute des Namens von Owe in Schwaben, sie sind aber mit dem Sånger Hartmann auf keine Weise verwandt, welcher, wie ich gute Spur habe, einen Hasen in dem Schilde oder doch wenigstens auf dem Helme fúrte. Das schlimmste ist, dass wir seinen Geschlechtsnamen nicht einmal kennen; denn er selbst sagt blos im armen Heinrich, daß er ein Dienstmann (:Ministerialis:) zu Owe sei. Es ist also bei Verfolgung irer Spur hauptsächlich das Wappen oder Siegel des Pfarrers von Scherzingen zu entdeken, ob es mit jenem des Hartmann von Owe Aenlichkeit hat. Was Sie über Grimms Grammatik sagen, habe ich zum Teile oft schon selbst gefunden; aber dieser Mann hat eine große Auctoritát im nördlichen Deutschland; wir sind ser gute Bekannte und Freunde, aber füren oft abweichende Meinungen in unserm epistolarischen Verkere. Was Sie aber von Umwandlung der Selbstlaute in unserer Sprache sagen, ist nicht ganz begründet; denn das Gegentheil ist viel mer factisch erwiesen; wol aber bin ich darin Irer Meinung, daß diese Mundarten (:Dialecte:) nicht erst aus dieser Umwandlung entsprungen seien. Es kommt bei diesen Dingen viel, ja das Meiste auf Zeit, Volk und Land an, von denen gerade die Rede ist. Meine alte sich immer mer bevestigende Meinung ist, daß schon vor Ulfilas Zeit, ja bei der Einwanderung aus Asien, bei den germanischen Stámmen zwei Hauptdialecte gewesen, sowie sie noch sind; der ober-(deutsche) und niederdeutsche. Darúber sprechen wir beßer einmal in der Villa Epponis. Sie sollen sowohl von meinem Nibelungenliede, als von dem III. Bande des Liedersaals haben; allein erstes muß ich erst herauspaken und von lezterem sind die Exemplare in Constanz. Von Bezalung kann hier keine Rede sein und [Sie] kónnen glauben, daß jeder Anlaß Inen einen Dienst zu erweisen, mir allezeit ser willkommen ist. Es tut mir leid, daß ich bei meinem lezten Abgang die Dauer meiner Abwesenheit von hier nicht wußte, sonst hátte ich Inen den Episcopatus Constanc. des Neugart geschickt, um jn meiner Abwesenheit jn zu benuzen. Ich schreibe wirklich das Breviarium dieser Handschrift ab, welche wol so bald noch nicht im Druk erscheinen wird. Es ist ein sehr wichtiges Werk fúr Schwaben und Schweiz: aber wer will jezt gerne latein lesen? Laßen Sie sich ja nicht abhalten die Antirecension der Predigten des Bruders Berthold zu schreiben; es ist eine verdienstliche Sache und alle Freunde der altteutschen Literatur werden es jnen Dank wissen. Der Recensent kannte und verstund wahrscheinlich diese Sprache nicht. Úber Berthold selbst und seine Zeit finden Sie gute Nachricht bei dem Johann von Winterthur in ab Ekhardts Corp. histor: med: aevi. Tom: I. Der Mónch von Winterthur kannte noch Leute, die den Bruder Berthold predigen gehórt hatten. Könnten Sie mir wohl eine Abschrift der Urkunde verschaffen, in welcher so viele Minnesånger oder doch deren Verwandte als Zeugen vorkommen? ich glaube, Sie haben sie im Kantons Archiv gefunden. Gerne würde ich die Gebúr bezalen; aber die Copia músste collationirt sein. Die Villa und Urbs sind so nahe beisammen, daß sie wol dieser Tage einen Spaziergang herúber machen und bei mir nachtlagern könnten, der Abend ist im Winter vortrefflich zu wissenschaftlicher Unterhaltung, und am Morgen sind Sie ja so frúh Sie wollen wieder zu Hause. Es tut mir leide, daß Sie diesen Herbst so oft fortgegangen sind; aber ich hatte unverschiebliche Geschäfte in Heiligenberg, unter andern die Pflanzung von 8000 jungen Eichen um den Schloßberg herum. In hundert Jaren wird das ein schöner Wald sein und niemand mehr wissen durch wen sie hergekommen sind. Ich sende Inen das einzige Exemplar vom III. Bande des Liedersaales das ich bei Handen habe, denn es ist beßer. daß es jre Lesebegierde befriedige als unbenuzt bei mir liege, behalten Sie es als Andenken an Iren ergebensten J. v. Laßberg.|to_be_processed
524|04.11.|Eppishausen|Egbert Friedrich von Mülinen|101397593|https://de.wikipedia.org/wiki/Egbert_Friedrich_von_M%C3%BClinen||Bern|Burgerbibliothek|1825|VON|lassberg-correspondent-0075|Mülinen, Egbert Friedrich von|male|1817|Historiker,Privatgelehrter|2|-|48.16666667,10.51666667|||lassberg-place-0043|1825-11-04||
525|13.11.|Eppishausen|Gustav Schwab|118762745|https://de.wikipedia.org/wiki/Gustav_Schwab||Tübingen|Universitätsbibliothek|1825|VON|lassberg-correspondent-0145|Schwab, Gustav|male|1792|Evangelischer Theologe,Gymnasiallehrer,Pfarrer,Klassischer Philologe,Schriftsteller,Literarhistoriker|8|Prof. Dr. theol. h.c.|48.16666667,10.51666667|||lassberg-place-0043|1825-11-13||
526|04.12.|Heiligenberg|Gustav Schwab|118762745|https://de.wikipedia.org/wiki/Gustav_Schwab||Tübingen|Universitätsbibliothek|1825|VON|lassberg-correspondent-0145|Schwab, Gustav|male|1792|Evangelischer Theologe,Gymnasiallehrer,Pfarrer,Klassischer Philologe,Schriftsteller,Literarhistoriker|8|Prof. Dr. theol. h.c.|47.82083333,9.3125|||lassberg-place-0066|1825-12-04||
527|14.12.|Konstanz|Ludwig Uhland|118625063|https://de.wikipedia.org/wiki/Ludwig_Uhland||Marbach am Neckar|Schiller Nationalmuseum|1825|VON|lassberg-correspondent-0288|Uhland, Ludwig|male|1787|Jurist,Abgeordneter,Literarhistoriker,Politiker,Hochschullehrer,Germanist,Librettist,Schriftsteller|8|Dr.|47.66666667,9.18333333|Franz Pfeiffer (Hg.), Briefwechsel zwischen Joseph Freiherrn von Laßberg und Ludwig Uhland. Wien 1870, S. 60-64|https://www.digitale-sammlungen.de/en/view/bsb10620870?page=1|lassberg-place-0082|1825-12-14||
528|19.12.|Konstanz|Gustav Schwab|118762745|https://de.wikipedia.org/wiki/Gustav_Schwab||Tübingen|Universitätsbibliothek|1825|VON|lassberg-correspondent-0145|Schwab, Gustav|male|1792|Evangelischer Theologe,Gymnasiallehrer,Pfarrer,Klassischer Philologe,Schriftsteller,Literarhistoriker|8|Prof. Dr. theol. h.c.|47.66666667,9.18333333|||lassberg-place-0082|1825-12-19||
529|22.12.|Konstanz|Ludwig Uhland|118625063|https://de.wikipedia.org/wiki/Ludwig_Uhland||Marbach am Neckar|Schiller Nationalmuseum|1825|VON|lassberg-correspondent-0288|Uhland, Ludwig|male|1787|Jurist,Abgeordneter,Literarhistoriker,Politiker,Hochschullehrer,Germanist,Librettist,Schriftsteller|8|Dr.|47.66666667,9.18333333|Franz Pfeiffer (Hg.), Briefwechsel zwischen Joseph Freiherrn von Laßberg und Ludwig Uhland. Wien 1870, S. 64|https://www.digitale-sammlungen.de/en/view/bsb10620870?page=1|lassberg-place-0082|1825-12-22||
530|24.12.|Konstanz|Karl Hartwig Gregor von Meusebach|118733230|https://de.wikipedia.org/wiki/Karl_Hartwig_Gregor_von_Meusebach||Berlin|Staatsbibliothek Preussischer Kulturbesitz|1825|VON|lassberg-correspondent-0256|Meusebach, Karl Hartwig Gregor von|male|1781|Literarhistoriker,Germanist,Bibliophiler,Jurist|3|-|47.66666667,9.18333333|||lassberg-place-0082|1825-12-24||
531|25.12.|Konstanz|Johann Leonhard Hug|118707884|https://de.wikipedia.org/wiki/Johann_Leonhard_Hug||Karlsruhe|Badische Landesbibliothek|1825|VON|lassberg-correspondent-0206|Hug, Johann Leonhard|male|1765|Katholischer Theologe,Orientalist,Alttestamentler,Hochschullehrer,Priester|9|Prof. Dr. theol.|47.66666667,9.18333333|||lassberg-place-0082|1825-12-25||
532|26.01.|Konstanz|Georg Friedrich Benecke|11865537X|https://de.wikipedia.org/wiki/Georg_Friedrich_Benecke|?|||1826|VON|lassberg-correspondent-0134|Benecke, Georg Friedrich|male|1762|Bibliothekar,Philologe,Germanist|8|Prof.|47.66666667,9.18333333|Rudolf Baier, Briefe aus der Frühzeit der deutschen Philologie an Georg Friedrich Benecke. Leipzig 1901 (unveränderter Neudruck: Wiesbaden 1966), S. 63|https://digital.slub-dresden.de/werkansicht/dlf/77368/1|lassberg-place-0082|1826-01-26||
533|03.02.|Konstanz|Karl Egon III. zu Fürstenberg|118694154|https://de.wikipedia.org/wiki/Karl_Egon_III._zu_F%C3%BCrstenberg|25|Donaueschingen|Fürstlich Fürstenbergisches Archiv|1826|VON|lassberg-correspondent-0250|Fürstenberg, Karl Egon zu|male|1820|General|-|-|47.66666667,9.18333333|||lassberg-place-0082|1826-02-03||
534|14.02.|Konstanz|Jacob Grimm|118542257|https://de.wikipedia.org/wiki/Jacob_Grimm|31|Berlin|Staatsbibliothek Preussischer Kulturbesitz|1826|VON|lassberg-correspondent-0170|Grimm, Jacob|male|1785|Bibliothekar,Philologe,Schriftsteller,Historiker,Literaturwissenschaftler,Jurist,Hochschullehrer|6|Prof.|47.66666667,9.18333333|Albert Leitzmann, Briefe des Freiherrn Joseph von Laßberg an Jakob Grimm. In: Sitzungsberichte der Preußischen Akademie der Wissenschaften. Berlin 1931, S. 1026-1105, S. 1043|-|lassberg-place-0082|1826-02-14||
535|27.02.|Konstanz|Ulrich Hegner|116572167|https://de.wikipedia.org/wiki/Ulrich_Hegner||Winterthur|Stadtbibliothek|1826|VON|lassberg-correspondent-0353|Hegner, Ulrich|male|1759|Politiker,Arzt,Schriftsteller|10|-|47.66666667,9.18333333|||lassberg-place-0082|1826-02-27||
536|-|Eppishausen|Johann Rudolf Wyss|117349666|https://de.wikipedia.org/wiki/Johann_Rudolf_Wyss|41|Bern|Burgerbibliothek|1826|VON|lassberg-correspondent-0215|Wyss, Johann Rudolf|male|1781|Schriftsteller,Philosoph|7|-|48.16666667,10.51666667|||lassberg-place-0043|||
537|29.03.|Heiligenberg|Johann Sulpiz Melchior Dominikus Boisserée|11851301X|https://de.wikipedia.org/wiki/Sulpiz_Boisser%C3%A9e|56|Karlsruhe|Badische Landesbibliothek|1826|VON|lassberg-correspondent-0216|Boisserée, Sulpiz|male|1783|Kunsthistoriker,Kunstsammler,Mäzen|6|-|47.82083333,9.3125|Hermann Hüffer, Sechs Briefe des Freiherrn Joseph von Lassberg an Sulpiz Boisseree. In: Annalen des Historischen Vereins für den Niederrhein 61 (1895), S. 16-34, S. 29-32|https://archive.org/details/bub_gb_AJ1JAAAAYAAJ|lassberg-place-0066|1826-03-29||
538|30.03.|Heiligenberg|Gustav Schwab|118762745|https://de.wikipedia.org/wiki/Gustav_Schwab|59|Tübingen|Universitätsbibliothek|1826|VON|lassberg-correspondent-0145|Schwab, Gustav|male|1792|Evangelischer Theologe,Gymnasiallehrer,Pfarrer,Klassischer Philologe,Schriftsteller,Literarhistoriker|8|Prof. Dr. theol. h.c.|47.82083333,9.3125|||lassberg-place-0066|1826-03-30||
