Nummer,Datum,Ort,Name_voll,GND,Wiki,Journalnummer,Aufbewahrungsort,Aufbewahrungsinstitution,Jahr,VON/AN,person_id,name_gnd,gender_gnd,birth_gnd,occupations_gnd,publications_gnd,degrees_gnd,coordinates_wiki,text,url,place_id
3041,14.08.,Weisbad,Jenny von Droste zu HÃƒÂ¼lshoff,118527541,https://de.wikipedia.org/wiki/Jenny_von_Droste_zu_H%C3%BClshoff,,Stapel bei Havixbeck,Archiv des Freiherrn Raitz von Frentz-Droste zu HÃƒÂ¼lshoff,1849,AN,lassberg-correspondent-0176,"LaÃƒÅ¸berg, Jenny von",female,1795,-,-,-,-,,,lassberg-place-0158
3042,14.08.,Trogen (Appenzell Ausserrhoden),Johann Caspar Zellweger,116978813,https://de.wikipedia.org/wiki/Johann_Caspar_Zellweger,,Winterthur,Stadtbibliothek,1849,AN,lassberg-correspondent-0193,"Zellweger, Johann Caspar",male,1768,"Kaufmann,Historiker",4,-,-,"Carl Ritter, Briefwechsel zwischen Joseph Freiherrn von Lassberg und Johann Caspar Zellweger. St.Gallen 1889, S. 199",https://books.google.de/books?id=KIHHQBvr1nkC,lassberg-place-0150
3043,18.08.,Weisbad,Jenny von Droste zu HÃƒÂ¼lshoff,118527541,https://de.wikipedia.org/wiki/Jenny_von_Droste_zu_H%C3%BClshoff,,Stapel bei Havixbeck,Archiv des Freiherrn Raitz von Frentz-Droste zu HÃƒÂ¼lshoff,1849,AN,lassberg-correspondent-0176,"LaÃƒÅ¸berg, Jenny von",female,1795,-,-,-,-,,,lassberg-place-0158
3044,19.08.,Hugstetten,Heinrich Bernhard von Andlaw-Birseck,118502859,https://de.wikipedia.org/wiki/Heinrich_Bernhard_von_Andlaw-Birseck,,Freiburg i.Br.,UniversitÃƒÂ¤tsbibliothek,1849,AN,lassberg-correspondent-0148,"Andlaw-Birseck, Heinrich Bernhard von",male,1802,Politiker,2,-,-,,,lassberg-place-0070
3045,23.08.,Weisbad,Jenny von Droste zu HÃƒÂ¼lshoff,118527541,https://de.wikipedia.org/wiki/Jenny_von_Droste_zu_H%C3%BClshoff,,Stapel bei Havixbeck,Archiv des Freiherrn Raitz von Frentz-Droste zu HÃƒÂ¼lshoff,1849,AN,lassberg-correspondent-0176,"LaÃƒÅ¸berg, Jenny von",female,1795,-,-,-,-,,,lassberg-place-0158
3046,25.08.,Weisbad,Jenny von Droste zu HÃƒÂ¼lshoff,118527541,https://de.wikipedia.org/wiki/Jenny_von_Droste_zu_H%C3%BClshoff,,Stapel bei Havixbeck,Archiv des Freiherrn Raitz von Frentz-Droste zu HÃƒÂ¼lshoff,1849,AN,lassberg-correspondent-0176,"LaÃƒÅ¸berg, Jenny von",female,1795,-,-,-,-,,,lassberg-place-0158
3047,27.08.,St. Gallen,Bernhard Zeerleder,116968095,https://de.wikipedia.org/wiki/Bernhard_Zeerleder,,Donaueschingen,FÃƒÂ¼rstlich FÃƒÂ¼rstenbergisches Archiv,1849,AN,lassberg-correspondent-0043,"Zeerleder, Bernhard von",male,1788,Politiker,-,-,"47.42416667,9.37083333",,,lassberg-place-0141
3048,28.08.,Weisbad,Jenny von Droste zu HÃƒÂ¼lshoff,118527541,https://de.wikipedia.org/wiki/Jenny_von_Droste_zu_H%C3%BClshoff,,Stapel bei Havixbeck,Archiv des Freiherrn Raitz von Frentz-Droste zu HÃƒÂ¼lshoff,1849,AN,lassberg-correspondent-0176,"LaÃƒÅ¸berg, Jenny von",female,1795,-,-,-,-,,,lassberg-place-0158
3049,11.09.,Freiburg i. Brsg,Johann Heinrich Nepomuk Schreiber,118610694,https://de.wikipedia.org/wiki/Heinrich_Schreiber_(Historiker),,Donaueschingen,FÃƒÂ¼rstlich FÃƒÂ¼rstenbergisches Archiv,1849,AN,lassberg-correspondent-0200,"Schreiber, Heinrich",male,1793,"Dozent,Hochschullehrer,Historiker,Schriftsteller,Bibliothekar,Publizist,Theologe",5,Prof. Dr. phil. Dr. theol. h.c.,-,,,lassberg-place-0050
3050,13.09.,Freiburg i. Brsg,Christian Jakob August von Berstett,1013172132,https://de.wikipedia.org/wiki/Christian_Jakob_August_von_Berstett,,Donaueschingen,FÃƒÂ¼rstlich FÃƒÂ¼rstenbergisches Archiv,1849,AN,lassberg-correspondent-0064,"Berstett, Christian Jakob August, von",male,1773,-,-,-,-,,,lassberg-place-0050
3051,24.09.,ZÃƒÂ¼rich,Gerold Ludwig Meyer von Knonau,100372724,https://de.wikipedia.org/wiki/Gerold_Meyer_von_Knonau_(Archivar),,Donaueschingen,FÃƒÂ¼rstlich FÃƒÂ¼rstenbergisches Archiv,1849,AN,lassberg-correspondent-0140,"Meyer von Knonau, Gerold Ludwig",male,1804,"Archivar,Geograf,Historiker",10,-,"47.37444444,8.54111111",,,lassberg-place-0166
3052,04.10.,ZÃƒÂ¼rich,Allgemeine Geschichtforschende Gesellschaft der Schweiz,40064-6,https://hls-dhs-dss.ch/de/articles/038329/2012-06-06/,,Donaueschingen,FÃƒÂ¼rstlich FÃƒÂ¼rstenbergisches Archiv,1849,AN,lassberg-correspondent-0007,Allgemeine Geschichtforschende Gesellschaft der Schweiz,CorporateBody,-,-,-,-,"47.37444444,8.54111111",,,lassberg-place-0166
3053,04.10.,Baden (Aargau),Friedrich Hoffstadt,116943343,https://de.wikipedia.org/wiki/Friedrich_Hoffstadt,,Donaueschingen,FÃƒÂ¼rstlich FÃƒÂ¼rstenbergisches Archiv,1849,AN,lassberg-correspondent-0121,"Hoffstadt, Friedrich",male,1802,"Jurist,KÃƒÂ¼nstler,Violoncellist",2,-,-,,,lassberg-place-0016
3054,06.10.,Rosenberg,Ludwig von Madroux,102520011,https://d-nb.info/gnd/102520011,,Dortmund,Stadt- und Landesbibliothek,1849,AN,lassberg-correspondent-0289,"Madroux, Ludwig von",notKnown,-,-,-,-,-,,,lassberg-place-0129
3055,09.10.,Hugstetten,Heinrich Bernhard von Andlaw-Birseck,118502859,https://de.wikipedia.org/wiki/Heinrich_Bernhard_von_Andlaw-Birseck,,Freiburg i.Br.,UniversitÃƒÂ¤tsbibliothek,1849,AN,lassberg-correspondent-0148,"Andlaw-Birseck, Heinrich Bernhard von",male,1802,Politiker,2,-,-,,,lassberg-place-0070
3056,07.11.,Hugstetten,Heinrich Bernhard von Andlaw-Birseck,118502859,https://de.wikipedia.org/wiki/Heinrich_Bernhard_von_Andlaw-Birseck,,,,1849,AN,lassberg-correspondent-0148,"Andlaw-Birseck, Heinrich Bernhard von",male,1802,Politiker,2,-,-,"Julius Domeich, Briefe der Freiherren Joseph von LaÃƒÅ¸berg und Heinr. Bemh. von Andlaw aus den Jahren 1848-1851. In: FDA NP 27 (1926), S. 254-93, S. 275",https://www.lwl.org/westfaelische-geschichte/txt/wz-9707.pdf,lassberg-place-0070
3057,30.11.,Stuttgart,Heinrich Eduard Kausler,116078758,-,,Donaueschingen,FÃƒÂ¼rstlich FÃƒÂ¼rstenbergisches Archiv,1849,AN,lassberg-correspondent-0149,"Kausler, Heinrich Eduard",male,1801,"Germanist,Historiker,Archivar",5,-,"48.7775,9.18",,,lassberg-place-0147
3058,06.12.,MÃƒÂ¼nchen,Johann Andreas Schmeller,118608533,https://de.wikipedia.org/wiki/Johann_Andreas_Schmeller,,Freiburg i.Br.,UniversitÃƒÂ¤tsbibliothek,1849,AN,lassberg-correspondent-0182,"Schmeller, Johann Andreas",male,1785,"Bibliothekar,Philosoph,Germanist,Linguist,Herausgeber,Arrangeur",11,-,-,"Franz Pfeiffer, Zur Geschichte der deutschen Philologie. Briefe an Joseph Freiherrn von LaÃƒÅ¸berg. Postum hg. von Joseph Maria Wagner. In: Germania 13 (1868), S. 118-27, 244-49, 365-84 und 487-508, S. 502",https://upload.wikimedia.org/wikipedia/commons/a/a8/Germania_13_1868.pdf,lassberg-place-0097
3059,07.12.,Konstanz,Bernhard Zeerleder,116968095,https://de.wikipedia.org/wiki/Bernhard_Zeerleder,,Bern,Burgerbibliothek,1849,AN,lassberg-correspondent-0043,"Zeerleder, Bernhard von",male,1788,Politiker,-,-,"47.66666667,9.18333333",,,lassberg-place-0082
3060,16.12.,Sigmaringen,Karl Anton Joachim Zephyrinus Friedrich Meinrad von Hohenzollern,131601598,https://de.wikipedia.org/wiki/Karl_Anton_(Hohenzollern),,Donaueschingen,FÃƒÂ¼rstlich FÃƒÂ¼rstenbergisches Archiv,1849,AN,lassberg-correspondent-0249,"Hohenzollern-Sigmaringen, Karl Anton, FÃƒÂ¼rst von",male,1811,"Politiker,Jurist",-,-,"48.08666667,9.21638889",,,lassberg-place-0136
3061,17.12.,Rosenberg,Ludwig von Madroux,102520011,https://d-nb.info/gnd/102520011,,Dortmund,Stadt- und Landesbibliothek,1849,AN,lassberg-correspondent-0289,"Madroux, Ludwig von",notKnown,-,-,-,-,-,,,lassberg-place-0129
3062,05.01.,Freiburg i. Brsg,Heinrich Bernhard von Andlaw-Birseck,118502859,https://de.wikipedia.org/wiki/Heinrich_Bernhard_von_Andlaw-Birseck,,Donaueschingen,FÃƒÂ¼rstlich FÃƒÂ¼rstenbergisches Archiv,1850,AN,lassberg-correspondent-0148,"Andlaw-Birseck, Heinrich Bernhard von",male,1802,Politiker,2,-,-,,,lassberg-place-0050
3063,22.01.,Sigmaringen,Karl Anton Joachim Zephyrinus Friedrich Meinrad von Hohenzollern,131601598,https://de.wikipedia.org/wiki/Karl_Anton_(Hohenzollern),,Donaueschingen,FÃƒÂ¼rstlich FÃƒÂ¼rstenbergisches Archiv,1850,AN,lassberg-correspondent-0249,"Hohenzollern-Sigmaringen, Karl Anton, FÃƒÂ¼rst von",male,1811,"Politiker,Jurist",-,-,"48.08666667,9.21638889",,,lassberg-place-0136
3064,26.02.,ZÃƒÂ¼rich,Gerold Ludwig Meyer von Knonau,100372724,https://de.wikipedia.org/wiki/Gerold_Meyer_von_Knonau_(Archivar),,Dortmund,Stadt- und Landesbibliothek,1850,AN,lassberg-correspondent-0140,"Meyer von Knonau, Gerold Ludwig",male,1804,"Archivar,Geograf,Historiker",10,-,"47.37444444,8.54111111","Karl Siegfried Bader (Hg.), Joseph von Lassberg. Mittler und Sammler. AufsÃƒÂ¤tze zu seinem 100. Todestag. Stuttgart 1955, S. 252-55",-,lassberg-place-0166
3065,22.03.,Rosenberg,Ludwig von Madroux,102520011,https://d-nb.info/gnd/102520011,,Dortmund,Stadt- und Landesbibliothek,1850,AN,lassberg-correspondent-0289,"Madroux, Ludwig von",notKnown,-,-,-,-,-,,,lassberg-place-0129
3066,06.04.,Rastatt,Franz Karl Grieshaber,102502684,https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber,,Dortmund,Stadt- und Landesbibliothek,1850,AN,lassberg-correspondent-0105,"Grieshaber, Franz Karl",male,1798,"Katholischer Theologe,Philologe,Priester,Gymnasiallehrer",-,Dr.,"48.85,8.2",,,lassberg-place-0122
3067,07.04.,Freiburg i. Brsg,Heinrich Bernhard von Andlaw-Birseck,118502859,https://de.wikipedia.org/wiki/Heinrich_Bernhard_von_Andlaw-Birseck,,Freiburg i.Br.,UniversitÃƒÂ¤tsbibliothek,1850,AN,lassberg-correspondent-0148,"Andlaw-Birseck, Heinrich Bernhard von",male,1802,Politiker,2,-,-,,,lassberg-place-0050
3068,08.04.,Koblenz,Christian Wilhelm Sixt von Armin,117662585,https://lobid.org/gnd/117662585,,Weimar,Goethe- und Schillerarchiv,1850,AN,lassberg-correspondent-0066,"Armin, Christian Wilhelm Sixt von",male,1784,Diplomat,-,-,"50.35972222,7.59777778",,,lassberg-place-0081
3069,10.04.,Kirchberg,Historischer Verein fÃƒÂ¼r das WÃƒÂ¼rttembergische Franken,2012244-5,-,,Donaueschingen,FÃƒÂ¼rstlich FÃƒÂ¼rstenbergisches Archiv,1850,AN,lassberg-correspondent-0163,Historischer Verein fÃƒÂ¼r WÃƒÂ¼rttembergisch Franken,CorporateBody,-,-,-,-,-,,,lassberg-place-0079
3070,5.,Unbekannt,Ottmar Friedrich Heinrich SchÃƒÂ¶nhuth,116868546,https://de.wikipedia.org/wiki/Ottmar_Sch%C3%B6nhuth,,Donaueschingen,FÃƒÂ¼rstlich FÃƒÂ¼rstenbergisches Archiv,1850,AN,lassberg-correspondent-0317,"SchÃƒÂ¶nhuth, Ottmar Friedrich Heinrich",male,1806,"Pfarrer,Evangelischer Theologe,Historiker,Schriftsteller,Theologe",10,-,-,,,lassberg-place-0152
3071,08.05.,Hugstetten,Heinrich Bernhard von Andlaw-Birseck,118502859,https://de.wikipedia.org/wiki/Heinrich_Bernhard_von_Andlaw-Birseck,,Freiburg i.Br.,UniversitÃƒÂ¤tsbibliothek,1850,AN,lassberg-correspondent-0148,"Andlaw-Birseck, Heinrich Bernhard von",male,1802,Politiker,2,-,-,,,lassberg-place-0070
3072,-,Unbekannt,Maria Tanner,-,-,,Aarau,Staatsarchiv,1850,AN,lassberg-correspondent-0297,-,-,-,-,-,-,-,,,lassberg-place-0152
3073,05.06.,Rosenberg,Ludwig von Madroux,102520011,https://d-nb.info/gnd/102520011,,Dortmund,Stadt- und Landesbibliothek,1850,AN,lassberg-correspondent-0289,"Madroux, Ludwig von",notKnown,-,-,-,-,-,,,lassberg-place-0129
3074,20.06.,Friedrichshafen,Jenny von Droste zu HÃƒÂ¼lshoff,118527541,https://de.wikipedia.org/wiki/Jenny_von_Droste_zu_H%C3%BClshoff,,Stapel bei Havixbeck,Archiv des Freiherrn Raitz von Frentz-Droste zu HÃƒÂ¼lshoff,1850,AN,lassberg-correspondent-0176,"LaÃƒÅ¸berg, Jenny von",female,1795,-,-,-,"47.65,9.48333333",,,lassberg-place-0051
3075,22.06.,Weisbad,Jenny von Droste zu HÃƒÂ¼lshoff,118527541,https://de.wikipedia.org/wiki/Jenny_von_Droste_zu_H%C3%BClshoff,,Stapel bei Havixbeck,Archiv des Freiherrn Raitz von Frentz-Droste zu HÃƒÂ¼lshoff,1850,AN,lassberg-correspondent-0176,"LaÃƒÅ¸berg, Jenny von",female,1795,-,-,-,-,,,lassberg-place-0158
3076,25.06.,Weisbad,Jenny von Droste zu HÃƒÂ¼lshoff,118527541,https://de.wikipedia.org/wiki/Jenny_von_Droste_zu_H%C3%BClshoff,,Stapel bei Havixbeck,Archiv des Freiherrn Raitz von Frentz-Droste zu HÃƒÂ¼lshoff,1850,AN,lassberg-correspondent-0176,"LaÃƒÅ¸berg, Jenny von",female,1795,-,-,-,-,,,lassberg-place-0158
3077,28.06.,Weisbad,Jenny von Droste zu HÃƒÂ¼lshoff,118527541,https://de.wikipedia.org/wiki/Jenny_von_Droste_zu_H%C3%BClshoff,,Stapel bei Havixbeck,Archiv des Freiherrn Raitz von Frentz-Droste zu HÃƒÂ¼lshoff,1850,AN,lassberg-correspondent-0176,"LaÃƒÅ¸berg, Jenny von",female,1795,-,-,-,-,,,lassberg-place-0158
3078,29.06.,Weisbad,Jenny von Droste zu HÃƒÂ¼lshoff,118527541,https://de.wikipedia.org/wiki/Jenny_von_Droste_zu_H%C3%BClshoff,,Stapel bei Havixbeck,Archiv des Freiherrn Raitz von Frentz-Droste zu HÃƒÂ¼lshoff,1850,AN,lassberg-correspondent-0176,"LaÃƒÅ¸berg, Jenny von",female,1795,-,-,-,-,,,lassberg-place-0158
3079,29.06.,Steinegg,Bernhard Zeerleder,116968095,https://de.wikipedia.org/wiki/Bernhard_Zeerleder,,Bern,Burgerbibliothek,1850,AN,lassberg-correspondent-0043,"Zeerleder, Bernhard von",male,1788,Politiker,-,-,-,,,lassberg-place-0145
3080,02.07.,Weisbad,Jenny von Droste zu HÃƒÂ¼lshoff,118527541,https://de.wikipedia.org/wiki/Jenny_von_Droste_zu_H%C3%BClshoff,,Stapel bei Havixbeck,Archiv des Freiherrn Raitz von Frentz-Droste zu HÃƒÂ¼lshoff,1850,AN,lassberg-correspondent-0176,"LaÃƒÅ¸berg, Jenny von",female,1795,-,-,-,-,,,lassberg-place-0158
3081,05.07.,Weisbad,Jenny von Droste zu HÃƒÂ¼lshoff,118527541,https://de.wikipedia.org/wiki/Jenny_von_Droste_zu_H%C3%BClshoff,,Stapel bei Havixbeck,Archiv des Freiherrn Raitz von Frentz-Droste zu HÃƒÂ¼lshoff,1850,AN,lassberg-correspondent-0176,"LaÃƒÅ¸berg, Jenny von",female,1795,-,-,-,-,,,lassberg-place-0158
3082,09.07.,Weisbad,Jenny von Droste zu HÃƒÂ¼lshoff,118527541,https://de.wikipedia.org/wiki/Jenny_von_Droste_zu_H%C3%BClshoff,,Stapel bei Havixbeck,Archiv des Freiherrn Raitz von Frentz-Droste zu HÃƒÂ¼lshoff,1850,AN,lassberg-correspondent-0176,"LaÃƒÅ¸berg, Jenny von",female,1795,-,-,-,-,,,lassberg-place-0158
3083,13.07.,Weisbad,Jenny von Droste zu HÃƒÂ¼lshoff,118527541,https://de.wikipedia.org/wiki/Jenny_von_Droste_zu_H%C3%BClshoff,,Stapel bei Havixbeck,Archiv des Freiherrn Raitz von Frentz-Droste zu HÃƒÂ¼lshoff,1850,AN,lassberg-correspondent-0176,"LaÃƒÅ¸berg, Jenny von",female,1795,-,-,-,-,,,lassberg-place-0158
3084,15.07.,Wernigerode,Henrich zu Stolberg-Wernigerode,117286478,https://de.wikipedia.org/wiki/Henrich_zu_Stolberg-Wernigerode,,Donaueschingen,FÃƒÂ¼rstlich FÃƒÂ¼rstenbergisches Archiv,1850,AN,lassberg-correspondent-0156,"Stolberg-Wernigerode, Henrich zu",male,1772,-,-,-,"51.835,10.78527778",,,lassberg-place-0160
3085,17.07.,Rastatt,Franz Karl Grieshaber,102502684,https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber,,Dortmund,Stadt- und Landesbibliothek,1850,AN,lassberg-correspondent-0105,"Grieshaber, Franz Karl",male,1798,"Katholischer Theologe,Philologe,Priester,Gymnasiallehrer",-,Dr.,"48.85,8.2",,,lassberg-place-0122
3086,17.07.,Weisbad,Jenny von Droste zu HÃƒÂ¼lshoff,118527541,https://de.wikipedia.org/wiki/Jenny_von_Droste_zu_H%C3%BClshoff,,Stapel bei Havixbeck,Archiv des Freiherrn Raitz von Frentz-Droste zu HÃƒÂ¼lshoff,1850,AN,lassberg-correspondent-0176,"LaÃƒÅ¸berg, Jenny von",female,1795,-,-,-,-,,,lassberg-place-0158
3087,22.07.,Ulm,Justinus Kerner,118561545,https://de.wikipedia.org/wiki/Justinus_Kerner,,Marbach am Neckar,Schiller Nationalmuseum,1850,AN,lassberg-correspondent-0242,"Kerner, Justinus",male,1786,"Librettist,Arzt,Schriftsteller",10,Dr.,"48.4,9.98333333",,,lassberg-place-0151
3088,31.07.,St. Gallen,Carl Johann Greith,100487483,https://de.wikipedia.org/wiki/Carl_Johann_Greith,,Adliswill,Familie Luzzi-Wirth,1850,AN,lassberg-correspondent-0057,"Greith, Carl Johann",male,1807,"Bischof,Katholischer Theologe,Hochschullehrer",2,-,"47.42416667,9.37083333","Arthur Brunhart, Eine Freundschaft ÃƒÂ¼ber den Bodensee. Briefe zwischen Joseph von LaÃƒÅ¸berg und Carl Johann Greith. Ein Beitrag zur schweizerisch-deutschen Gelehrtengeschichte des 19. Jahrhunderts. In:  Schriften des Vereins fÃƒÂ¼r Geschichte des Bodensees und seiner Umgebung 104 (1986), S. 123-62, S. 144",https://www.digishelf.de/objekt/bsz014854767_1986/143/,lassberg-place-0141
3089,06.08.,Koblenz,Christian Wilhelm Sixt von Armin,117662585,https://lobid.org/gnd/117662585,,Weimar,Goethe- und Schillerarchiv,1850,AN,lassberg-correspondent-0066,"Armin, Christian Wilhelm Sixt von",male,1784,Diplomat,-,-,"50.35972222,7.59777778",,,lassberg-place-0081
3090,20.08.,SchwÃƒÂ¤bisch Hall ,Georg Heinrich Merz,116912650,https://de.wikipedia.org/wiki/Georg_Heinrich_von_Merz,,Donaueschingen,FÃƒÂ¼rstlich FÃƒÂ¼rstenbergisches Archiv,1850,AN,lassberg-correspondent-0136,"Merz, Heinrich",male,1816,"PrÃƒÂ¤lat,Redakteur,Evangelischer Theologe",9,Dr. phil.,"49.11222222,9.7375",,,lassberg-place-0135
3091,05.09.,Stuttgart,Franz Viktor Pfeiffer,118740776,https://de.wikipedia.org/wiki/Franz_Pfeiffer_(Germanist),,Marbach am Neckar,Schiller Nationalmuseum,1850,AN,lassberg-correspondent-0109,"Pfeiffer, Franz",male,1815,"Philologe,Germanist,Bibliothekar,Literaturwissenschaftler",9,Prof. Dr.,"48.7775,9.18",,,lassberg-place-0147
3092,18.09.,Augsburg,Theodor Herberger,116728205,https://www.deutsche-biographie.de/sfz29876.html,,Karlsruhe,Badische Landesbibliothek,1850,AN,lassberg-correspondent-0347,"Herberger, Theodor",male,1811,"Archivar,Historiker",7,-,"48.36888889,10.89777778",,,lassberg-place-0012
3093,29.09.,Rosenberg,Ludwig von Madroux,102520011,https://d-nb.info/gnd/102520011,,Dortmund,Stadt- und Landesbibliothek,1850,AN,lassberg-correspondent-0289,"Madroux, Ludwig von",notKnown,-,-,-,-,-,,,lassberg-place-0129
3094,02.11.,Augsburg,Theodor Herberger,116728205,https://www.deutsche-biographie.de/sfz29876.html,,Karlsruhe,Badische Landesbibliothek,1850,AN,lassberg-correspondent-0347,"Herberger, Theodor",male,1811,"Archivar,Historiker",7,-,"48.36888889,10.89777778",,,lassberg-place-0012
3095,08.11.,TÃƒÂ¼bingen,Ludwig Uhland,118625063,https://de.wikipedia.org/wiki/Ludwig_Uhland,,,,1850,AN,lassberg-correspondent-0288,"Uhland, Ludwig",male,1787,"Jurist,Abgeordneter,Literarhistoriker,Politiker,Hochschullehrer,Germanist,Librettist,Schriftsteller",8,Dr.,"48.52,9.05555556","Franz Pfeiffer (Hg.), Briefwechsel zwischen Joseph Freiherrn von LaÃƒÅ¸berg und Ludwig Uhland. Wien 1870, S. 254",https://www.digitale-sammlungen.de/en/view/bsb10620870?page=1,lassberg-place-0148
3096,17.11.,Weinsberg,Justinus Kerner,118561545,https://de.wikipedia.org/wiki/Justinus_Kerner,,Marbach am Neckar,Schiller Nationalmuseum,1850,AN,lassberg-correspondent-0242,"Kerner, Justinus",male,1786,"Librettist,Arzt,Schriftsteller",10,Dr.,"49.15180556,9.28569444",,,lassberg-place-0157
3097,08.12.,RÃƒÂ¼schhaus,Therese Luise von Droste-HÃƒÂ¼lshoff,117751677,-,,Stapel bei Havixbeck,Archiv des Freiherrn Raitz von Frentz-Droste zu HÃƒÂ¼lshoff,1850,AN,lassberg-correspondent-0349,"Droste-HÃƒÂ¼lshoff, Therese Luise von",female,1772,-,-,-,-,,,lassberg-place-0120
3098,23.12.,Freiburg i. Brsg,Heinrich Bernhard von Andlaw-Birseck,118502859,https://de.wikipedia.org/wiki/Heinrich_Bernhard_von_Andlaw-Birseck,,,,1850,AN,lassberg-correspondent-0148,"Andlaw-Birseck, Heinrich Bernhard von",male,1802,Politiker,2,-,-,"Julius Domeich, Briefe der Freiherren Joseph von LaÃƒÅ¸berg und Heinr. Bemh. von Andlaw aus den Jahren 1848-1851. In: FDA NP 27 (1926), S. 254-93, S. 284",https://www.lwl.org/westfaelische-geschichte/txt/wz-9707.pdf,lassberg-place-0050
3099,07.01.,Freiburg i. Brsg,Heinrich Bernhard von Andlaw-Birseck,118502859,https://de.wikipedia.org/wiki/Heinrich_Bernhard_von_Andlaw-Birseck,,Freiburg i.Br.,UniversitÃƒÂ¤tsbibliothek,1851,AN,lassberg-correspondent-0148,"Andlaw-Birseck, Heinrich Bernhard von",male,1802,Politiker,2,-,-,,,lassberg-place-0050
3100,18.01.,Koblenz,Christian Wilhelm Sixt von Armin,117662585,https://lobid.org/gnd/117662585,,Weimar,Goethe- und Schillerarchiv,1851,AN,lassberg-correspondent-0066,"Armin, Christian Wilhelm Sixt von",male,1784,Diplomat,-,-,"50.35972222,7.59777778",,,lassberg-place-0081
3101,26.01.,Stein,Melchior Kirchhofer,118842528,https://de.wikipedia.org/wiki/Melchior_Kirchhofer,,Donaueschingen,FÃƒÂ¼rstlich FÃƒÂ¼rstenbergisches Archiv,1851,AN,lassberg-correspondent-0307,"Kirchhofer, Melchior",male,1775,"Pfarrer,Evangelischer Theologe,Kirchenhistoriker",8,-,-,,,lassberg-place-0144
3102,26.02.,Rosenberg,Ludwig von Madroux,102520011,https://d-nb.info/gnd/102520011,,Dortmund,Stadt- und Landesbibliothek,1851,AN,lassberg-correspondent-0289,"Madroux, Ludwig von",notKnown,-,-,-,-,-,,,lassberg-place-0129
3103,24.03.,Pfrondorf,Hermann Reuchlin,116450606,https://de.wikipedia.org/wiki/Hermann_Reuchlin,,Marbach am Neckar,Schiller Nationalmuseum,1851,AN,lassberg-correspondent-0158,"Reuchlin, Hermann",male,1810,"Pfarrer,Historiker",-,-,"48.54861111,9.1125",,,lassberg-place-0116
3104,28.03.,ZÃƒÂ¼rich,Ferdinand Keller,100732917,https://de.wikipedia.org/wiki/Ferdinand_Keller_(Altertumsforscher),,Bern,Burgerbibliothek,1851,AN,lassberg-correspondent-0087,"Keller, Ferdinand",male,1800,"ArchÃƒÂ¤ologe,PrÃƒÂ¤historiker",10,Dr. phil. h.c.,"47.37444444,8.54111111",,,lassberg-place-0166
3105,-,Unbekannt,Heinrich Bernhard von Andlaw-Birseck,118502859,https://de.wikipedia.org/wiki/Heinrich_Bernhard_von_Andlaw-Birseck,,Freiburg i.Br.,UniversitÃƒÂ¤tsbibliothek,1851,AN,lassberg-correspondent-0148,"Andlaw-Birseck, Heinrich Bernhard von",male,1802,Politiker,2,-,-,,,lassberg-place-0152
3106,09.04.,TÃƒÂ¼bingen,Adelbert von Keller,118831216,https://de.wikipedia.org/wiki/Adelbert_von_Keller,,Marbach am Neckar,Schiller Nationalmuseum,1851,AN,lassberg-correspondent-0002,"Keller, Adelbert von",male,1812,"Romanist,Linguist,Germanist,Philologe,Bibliothekar",9,Prof. Dr.,"48.52,9.05555556",,,lassberg-place-0148
